Country or Area,Year,Quantity_solar,Quantity_wind
Nigeria,2018,28.189,3.0
Nigeria,2017,27.945,3.0
Nigeria,2016,27.0,3.0
Nigeria,2015,25.0,3.0
Nigeria,2014,22.0,3.0
Nigeria,2013,23.0,2.0
Nigeria,2012,22.0,2.0
North Macedonia,2020,23.536,116.884
North Macedonia,2019,23.225,101.807
North Macedonia,2018,22.788,97.338
North Macedonia,2017,23.751,110.48
North Macedonia,2016,23.699,109.483
North Macedonia,2015,22.599,120.768
North Macedonia,2014,14.383,70.632
Norway,2020,26.521,9910.592
Norway,2019,12.842,5536.25
Norway,2018,2.317,3875.881
Other Asia,2020,6095.329,2420.582
Other Asia,2019,4014.342,1892.232
Other Asia,2018,2739.563,1707.185
Other Asia,2017,1691.594,1722.458
Other Asia,2016,1132.0,1458.0
Other Asia,2015,875.0,1526.0
Other Asia,2014,552.0,1500.0
Other Asia,2013,338.0,1640.0
Other Asia,2012,173.0,1414.0
Other Asia,2011,71.0,1492.0
Other Asia,2010,26.0,1026.0
Other Asia,2009,17.0,786.0
Other Asia,2008,8.0,588.0
Other Asia,2007,4.0,439.0
Other Asia,2006,2.0,276.0
Other Asia,2005,2.0,91.0
Other Asia,2004,1.0,25.0
Pakistan,2020,794.59,2882.0
Pakistan,2019,716.0,3234.0
Pakistan,2018,714.0,2124.0
Pakistan,2017,654.0,1422.0
Pakistan,2016,207.0,791.0
Panama,2020,318.1,584.2
Panama,2019,294.8,724.6
Panama,2018,232.6,587.9
Panama,2017,155.9,491.2
Panama,2016,71.4,625.2
Panama,2015,16.3,418.5
Panama,2014,1.3,116.3
Papua New Guinea,2001,0.46,0.0
Peru,2020,855.559,1814.102
Peru,2019,832.851,1655.039
Peru,2018,796.647,1502.438
Peru,2017,329.723,1073.432
Peru,2016,241.009,1063.829
Peru,2015,230.0,596.0
Peru,2014,199.0,256.0
Peru,2013,196.9,1.2
Peru,2012,59.7,1.2
Peru,2011,0.0,1.2
Peru,2010,0.0,1.0
Philippines,2021,1469.5,1269.7
Philippines,2020,1372.6,1026.4
Philippines,2019,1246.1,1041.7
Philippines,2018,1249.1,1152.9
Philippines,2017,1201.2,1093.6
Philippines,2016,1097.0,975.2
Philippines,2015,138.5,748.4
Philippines,2014,16.5,152.1
Philippines,2013,1.4,65.7
Philippines,2012,1.3,75.3
Philippines,2011,1.2,88.2
Philippines,2010,1.3,61.7
Philippines,2009,1.3,64.4
Philippines,2008,1.3041,61.3857
Philippines,2007,1.3094,57.8419
Philippines,2006,1.0,55.0
Poland,2020,1957.916,15800.049
Poland,2019,710.673,15106.759
Poland,2018,300.488,12798.792
Poland,2017,165.463,14909.04
Poland,2016,124.0,12588.0
Poland,2015,57.0,10858.0
Poland,2014,7.0,7676.0
Poland,2013,1.0,6004.0
Poland,2012,1.0,4747.0
Portugal,2020,1715.59,12298.663
Portugal,2019,1342.252,13666.949
Portugal,2018,1005.897,12616.584
Portugal,2017,991.546,12247.853
Portugal,2016,870.0,12474.0
Portugal,2015,796.0,11608.0
Portugal,2014,627.0,12111.0
Portugal,2013,479.0,12014.0
Portugal,2012,393.0,10259.0
Portugal,2011,280.0,9161.0
Portugal,2010,211.0,9182.0
Portugal,2009,160.0,7577.0
Portugal,2008,41.0,5757.0
Portugal,2007,24.0,4037.0
Portugal,2006,5.0,2925.0
Portugal,2005,3.0,1773.0
Portugal,2004,3.0,816.0
Portugal,2003,3.0,496.0
Portugal,2002,2.0,362.0
Portugal,2001,1.0,256.0
Portugal,2000,1.0,168.0
Portugal,1999,1.0,123.0
Portugal,1998,1.0,89.0
Portugal,1997,1.0,38.0
Portugal,1996,1.0,21.0
Portugal,1995,1.0,16.0
Portugal,1994,1.0,17.0
Portugal,1993,1.0,11.0
Portugal,1992,1.0,4.0
Portugal,1991,1.0,1.0
Portugal,1990,1.0,1.0
Puerto Rico,2021,260.0,150.0
Puerto Rico,2020,259.4,142.7
Puerto Rico,2019,242.0,159.0
Puerto Rico,2018,80.8,107.8
Puerto Rico,2017,159.0,148.8
Puerto Rico,2016,117.9,193.2
Puerto Rico,2015,94.0,239.1
Puerto Rico,2014,48.4,218.2
Puerto Rico,2013,39.9,172.6
Puerto Rico,2012,17.7,15.2
Puerto Rico,2011,0.8,0.9
Puerto Rico,2010,0.8,0.9
Republic of Moldova,2020,4.0,51.0
Republic of Moldova,2019,3.0,43.0
Republic of Moldova,2018,3.0,23.0
Republic of Moldova,2017,2.0,7.0
Republic of Moldova,2016,2.0,3.0
Republic of Moldova,2015,2.0,2.0
Republic of Moldova,2014,1.0,1.0
Réunion,2010,76.1,16.9
Réunion,2009,20.5,14.6
Réunion,2008,10.7,15.0
Réunion,2007,4.4,10.3
Réunion,2006,1.6,3.7
Réunion,2005,0.6,0.0
Réunion,2004,0.08,0.0
Romania,2020,1733.375,6945.462
Romania,2019,1777.615,6772.809
Romania,2018,1771.027,6322.219
Romania,2017,1855.674,7406.702
Romania,2016,1820.0,6590.0
Romania,2015,1982.0,7063.0
Romania,2014,1616.0,6201.0
Romania,2013,420.0,4520.0
Romania,2012,8.0,2640.0
Romania,2011,1.0,1388.0
Romania,2010,0.0,306.0
Romania,2009,0.0,9.0
Romania,2008,0.0,5.0
Romania,2007,0.0,3.0
Russian Federation,2020,2022.4,1240.9
Russian Federation,2019,1279.42,330.793
Russian Federation,2018,719.945,231.883
Russian Federation,2017,557.508,140.088
Russian Federation,2016,462.0,148.0
Russian Federation,2015,335.0,148.0
Russian Federation,2014,160.0,96.0
Samoa,2021,21.42,0.106
Samoa,2020,23.87,0.218
Samoa,2019,23.587,0.216
Samoa,2018,21.117,0.134
Samoa,2017,20.197,0.155
Samoa,2016,15.617,0.203
Samoa,2015,8.136,0.176
Samoa,2014,0.937,0.06
Samoa,2013,0.028,0.0
Saudi Arabia,2020,830.0,6.0
Saudi Arabia,2019,829.0,5.69
Saudi Arabia,2018,214.0,4.82
Saudi Arabia,2017,65.0,4.82
Senegal,2020,384.95,217.389
Senegal,2019,291.0,23.132
Serbia,2020,13.261,975.63
Serbia,2019,13.546,898.212
Serbia,2018,13.04,150.418
Serbia,2017,13.139,48.457
Serbia,2016,12.0,26.0
Seychelles,2021,13.5,5.1
Seychelles,2020,5.7,6.0
Seychelles,2019,4.0,4.9
Seychelles,2018,3.5,7.4
Seychelles,2017,3.0,6.6
Seychelles,2016,2.3,6.9
Seychelles,2015,1.5,6.8
Seychelles,2014,0.71,7.09
Slovakia,2020,663.0,4.0
Slovakia,2019,589.0,6.0
Slovakia,2018,585.0,6.0
Slovakia,2017,506.0,6.0
Slovakia,2016,533.0,6.0
Slovakia,2015,506.0,6.0
Slovakia,2014,597.0,6.0
Slovakia,2013,588.0,6.0
Slovakia,2012,424.0,6.0
Slovakia,2011,397.0,5.0
Slovakia,2010,17.0,6.0
Slovenia,2020,368.196,6.251
Slovenia,2019,303.039,6.15
Slovenia,2018,254.961,6.021
Slovenia,2017,283.867,5.716
Slovenia,2016,267.0,6.0
Slovenia,2015,274.0,6.0
Slovenia,2014,257.0,4.0
Slovenia,2013,215.0,4.0
Slovenia,2012,163.0,1.0
Slovenia,2011,65.0,0.0
Slovenia,2010,13.0,0.0
Slovenia,2009,4.0,0.0
Slovenia,2008,1.0,0.0
Somalia,2021,36.7,6.22
Somalia,2020,24.2,6.22
Somalia,2019,11.03,6.22
Somalia,2018,11.03,6.22
Somalia,2017,10.76,6.22
Somalia,2016,7.29,4.91
Somalia,2015,0.27,4.91
Somalia,2014,0.16,3.85
South Africa,2020,5031.0,5937.0
South Africa,2019,4809.0,6624.0
South Africa,2018,4241.0,6467.0
South Africa,2017,3936.0,5132.0
South Africa,2016,3007.0,3722.0
South Africa,2015,2373.0,2500.0
South Africa,2014,1086.0,1100.0
South Africa,2013,46.0,10.0
Spain,2020,20667.0,56444.0
Spain,2019,15103.0,55647.0
Spain,2018,12744.0,50896.0
Spain,2017,14397.0,49127.0
Spain,2016,13643.0,48905.0
Spain,2015,13859.0,49325.0
Spain,2014,13673.0,52013.0
Spain,2013,13096.0,55646.0
Spain,2012,11968.0,49472.0
Spain,2011,9399.0,42918.0
Spain,2010,7186.0,44271.0
Spain,2009,6064.0,38117.0
Spain,2008,2578.0,32946.0
Spain,2007,515.0,27568.0
Spain,2006,125.0,23297.0
Spain,2005,48.0,21176.0
Spain,2004,24.0,15700.0
Spain,2003,20.0,12075.0
Spain,2002,18.0,9342.0
Spain,2001,17.0,6759.0
Spain,2000,14.0,4727.0
Spain,1999,25.0,2744.0
Spain,1998,22.0,1352.0
Spain,1997,19.0,742.0
Spain,1996,18.0,364.0
Spain,1995,20.0,270.0
Spain,1994,15.0,175.0
Spain,1993,13.0,116.0
Spain,1992,12.0,103.0
Spain,1991,11.0,15.0
Spain,1990,9.0,14.0
Sri Lanka,2020,220.577,344.457
Sri Lanka,2019,365.6,350.2
Sri Lanka,2018,186.296,326.333
Sri Lanka,2017,216.6,366.8
Sri Lanka,2016,75.0,347.0
Sri Lanka,2015,59.5,344.3
Sri Lanka,2014,38.87,274.55
Sri Lanka,2013,25.181,235.576
Sri Lanka,2012,20.8,146.806
Sri Lanka,2011,8.7,91.606
Sri Lanka,2010,7.203,53.206
Sri Lanka,2009,9.162,3.506
Sri Lanka,2008,8.171,3.206
Sri Lanka,2007,7.18,2.306
Sri Lanka,2006,6.189,2.306
Sri Lanka,2005,5.198,2.406
Sri Lanka,2004,4.207,2.706
Sri Lanka,2003,3.334,3.406
Sri Lanka,2002,2.343,3.606
Sri Lanka,2001,1.352,3.5
St. Helena and Depend.,2021,0.992,1.366
St. Helena and Depend.,2020,0.987,1.831
St. Helena and Depend.,2019,0.984,1.887
St. Helena and Depend.,2018,1.654,2.503
St. Helena and Depend.,2017,0.871,1.861
St. Helena and Depend.,2016,0.897,2.304
St. Helena and Depend.,2015,0.555,2.447
St. Helena and Depend.,2014,0.094,1.972
St. Helena and Depend.,2013,0.05,0.997
St. Helena and Depend.,2012,0.01,0.87
St. Kitts-Nevis,2021,3.06,5.58
St. Kitts-Nevis,2020,3.06,5.58
St. Kitts-Nevis,2019,3.06,5.58
St. Kitts-Nevis,2018,3.06,5.58
St. Kitts-Nevis,2017,3.06,5.4
St. Kitts-Nevis,2016,3.06,7.67
St. Kitts-Nevis,2015,2.27,7.6
St. Kitts-Nevis,2014,2.27,7.6
St. Kitts-Nevis,2013,0.57,7.6
St. Kitts-Nevis,2012,0.03,7.668
St. Kitts-Nevis,2011,0.03,5.401
Sweden,2020,1051.0,27526.0
Sweden,2019,679.0,19847.0
Sweden,2018,407.0,16623.0
Sweden,2017,230.0,17609.0
Sweden,2016,143.0,15479.0
Sweden,2015,97.0,16322.0
Sweden,2014,47.0,11235.0
Sweden,2013,35.0,9842.0
Sweden,2012,19.0,7164.0
Sweden,2011,11.0,6107.0
Sweden,2010,9.0,3487.0
Sweden,2009,7.0,2491.0
Sweden,2008,4.0,1998.0
Sweden,2007,3.0,1426.0
Sweden,2006,2.0,984.0
Sweden,2005,2.0,935.0
Sweden,2004,2.0,860.0
Sweden,2003,2.0,679.0
Sweden,2002,2.0,608.0
Sweden,2001,2.0,482.0
Sweden,2000,1.0,457.0
Sweden,1999,1.0,358.0
Sweden,1998,1.0,317.0
Sweden,1997,1.0,203.0
Sweden,1996,1.0,144.0
Sweden,1995,1.0,99.0
Sweden,1994,1.0,72.0
Sweden,1993,1.0,48.0
Switzerland,2020,2598.659,145.45
Switzerland,2019,2177.671,145.92
Switzerland,2018,1945.1,121.8
Switzerland,2017,1683.208,132.6
Switzerland,2016,1333.0,109.0
Switzerland,2015,1119.0,110.0
Switzerland,2014,842.0,101.0
Switzerland,2013,500.0,90.0
Switzerland,2012,300.0,88.0
Switzerland,2011,168.0,70.0
Switzerland,2010,94.0,37.0
Switzerland,2009,54.0,23.0
Switzerland,2008,37.0,19.0
Switzerland,2007,29.0,16.0
Switzerland,2006,24.0,15.0
Switzerland,2005,21.0,8.0
Switzerland,2004,18.0,6.0
Switzerland,2003,18.0,5.0
Switzerland,2002,15.0,5.0
Switzerland,2001,13.0,4.0
Switzerland,2000,11.0,3.0
Switzerland,1999,10.0,3.0
Switzerland,1998,8.0,3.0
Switzerland,1997,7.0,2.0
Switzerland,1996,7.0,1.0
Thailand,2021,4641.13,3462.43
Thailand,2020,4636.09,3124.0
Thailand,2019,5145.9,3670.3
Thailand,2018,4536.6,1641.4
Thailand,2017,4542.5,1109.9
Thailand,2016,3377.0,345.0
Thailand,2015,2378.0,329.0
Thailand,2014,1385.0,305.0
Thailand,2013,1080.0,305.0
Thailand,2012,493.0,141.0
Thailand,2011,95.0,5.0
Thailand,2010,23.0,3.0
Thailand,2009,9.0,1.0
Thailand,2008,3.0,0.2
Thailand,2007,1.0,0.2
Tonga,2021,7.0,3.0
Tonga,2020,6.743,2.62
Tonga,2019,6.2,0.227
Tonga,2018,4.147,0.022
Tonga,2017,5.18,0.033
Tonga,2016,4.71,0.02
Tonga,2015,3.262,0.011
Tonga,2014,2.482,0.016
Tonga,2013,2.042,0.008
Trinidad and Tobago,2020,4.671,0.059
Trinidad and Tobago,2019,4.671,0.059
Trinidad and Tobago,2018,4.671,0.059
Trinidad and Tobago,2017,5.555,0.059
Tunisia,2020,333.199,465.22
Tunisia,2019,245.385,500.0
Tunisia,2018,174.0,453.0
Tunisia,2017,133.0,449.0
Tunisia,2016,63.0,474.0
Tunisia,2015,41.0,448.0
Tunisia,2014,25.0,507.0
Tunisia,2013,11.62,358.0
Tunisia,2012,3.4,196.0
Tunisia,2011,1.5,109.0
Tunisia,2010,0.2,139.0
Türkiye,2020,10950.18,24828.222
Türkiye,2019,9249.828,21730.713
Türkiye,2018,7799.798,19949.206
Türkiye,2017,2889.302,17903.815
Türkiye,2016,1043.0,15517.0
Türkiye,2015,194.0,11652.0
Türkiye,2014,17.0,8520.0
Ukraine,2020,5969.4,1931.9
Ukraine,2019,2932.8,2020.2
Ukraine,2018,1098.9,1188.0
Ukraine,2017,739.0,984.0
Ukraine,2016,491.0,954.0
Ukraine,2015,477.0,1084.0
Ukraine,2014,429.0,1130.0
Ukraine,2013,570.0,639.0
Ukraine,2012,333.0,288.0
Ukraine,2011,30.0,89.0
Ukraine,2010,1.0,51.0
United Kingdom,2020,13157.994,75369.123
United Kingdom,2019,12580.101,63795.166
United Kingdom,2018,12668.39,56907.615
United Kingdom,2017,11457.269,49641.122
United Kingdom,2016,10395.0,37159.0
United Kingdom,2015,7533.0,40275.0
United Kingdom,2014,4054.0,31959.0
United Kingdom,2013,2010.0,28397.0
United Kingdom,2012,1354.0,19847.0
United Kingdom,2011,244.0,15963.0
United Kingdom,2010,40.0,10286.0
United Kingdom,2009,20.0,9281.0
United Kingdom,2008,17.0,7122.0
United Kingdom,2007,14.0,5274.0
United Kingdom,2006,11.0,4225.0
United Kingdom,2005,8.0,2904.0
United Kingdom,2004,4.0,1935.0
United Kingdom,2003,3.0,1285.0
United Kingdom,2002,3.0,1256.0
United Kingdom,2001,2.0,965.0
United Kingdom,2000,1.0,947.0
United Kingdom,1999,1.0,850.0
United States,2020,119328.543,341818.283
United States,2019,97478.316,298200.12
United States,2018,85184.441,275834.468
United States,2017,70979.619,257249.072
United States,2016,50334.0,229471.0
United States,2015,35635.0,192992.0
United States,2014,25764.0,183892.0
United States,2013,15872.0,169713.0
United States,2012,10145.0,141922.0
United States,2011,6215.0,120854.0
United States,2010,3942.0,95148.0
United States,2009,2515.0,74226.0
United States,2008,2092.0,55696.0
United States,2007,1674.0,34603.0
United States,2006,1287.0,26676.0
United States,2005,1120.0,17881.0
United States,2004,965.0,14291.0
United States,2003,848.0,11300.0
United States,2002,830.0,10459.0
United States,2001,785.0,6806.0
United States,2000,709.0,5650.0
United States,1999,689.0,4802.0
United States,1998,890.0,3018.0
United States,1997,897.0,3254.0
United States,1996,906.0,3410.0
United States,1995,828.0,3196.0
United States,1994,828.0,3483.0
United States,1993,901.0,3053.0
United States,1992,749.0,2917.0
United States,1991,782.0,3051.0
United States,1990,666.0,3066.0
United States Virgin Is.,2021,25.1,0.3
United States Virgin Is.,2020,25.1,0.3
United States Virgin Is.,2019,24.34,0.27
United States Virgin Is.,2018,21.24,0.27
United States Virgin Is.,2017,20.84,0.27
United States Virgin Is.,2016,32.63,0.27
United States Virgin Is.,2015,32.97,0.27
United States Virgin Is.,2014,22.979,0.27
United States Virgin Is.,2013,14.348,0.27
Uruguay,2021,483.808,4991.596
Uruguay,2020,462.0,5475.5
Uruguay,2019,423.5,4752.4
Uruguay,2018,413.5,4732.2
Uruguay,2017,268.5,3774.5
Uruguay,2016,152.0,2994.3
Uruguay,2015,48.7,2065.1
Uruguay,2014,3.4,732.6
Uzbekistan,2020,0.3,15.5
Uzbekistan,2019,0.09,15.5
Vanuatu,2021,7.27,5.8
Vanuatu,2020,7.13,5.62
Vanuatu,2019,6.987,6.16
Vanuatu,2018,6.136,4.37
Vanuatu,2017,4.435,4.774
Vanuatu,2016,2.74,5.416
Vanuatu,2015,0.237,8.268
Vanuatu,2014,0.219,6.788
Vanuatu,2013,0.191,5.549
Vanuatu,2012,0.137,5.177
Vanuatu,2011,0.067,4.295
Venezuela (Bolivar. Rep.),2020,8.63,88.0
Venezuela (Bolivar. Rep.),2019,8.63,88.0
Venezuela (Bolivar. Rep.),2018,6.23,88.0
Venezuela (Bolivar. Rep.),2017,7.0,88.0
Venezuela (Bolivar. Rep.),2016,7.0,88.0
Venezuela (Bolivar. Rep.),2015,7.0,88.0
Venezuela (Bolivar. Rep.),2014,10.36,88.0
Venezuela (Bolivar. Rep.),2013,8.66,88.0
Venezuela (Bolivar. Rep.),2012,9.22,53.0
Viet Nam,2020,9434.0,976.0
Viet Nam,2019,4993.0,312.0
Viet Nam,2018,106.0,312.0
